caseid,reportedon,category,statuscode,casetype,Cops-Rops,sqlrequired,expclosedate,closedate,aging,currentowner,ConfigurationEffort[Hr],PM Effort [Hr],TestingEffort [Hr],TotalEffort [Hr],L1 Doc Approval,L2 Doc Approval,L3 Doc Approval,channel,details,subject
487899,19-12-2024,User Creation,Resolved,CR,CompanyOps,No,24-12-2024,20-12-2024,354 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,I created this MPR requesting access in the MyCRM Portal (Ignite) for the following Extraco Banks employees under a prior MPR version. Please provide the necessary credentials and enable email-based self-validation. These users will be logging feedback and bugs during the Customer Verification UAT.Haleigh Disher hdisher@extracobanks.comJacob Montalbo jmontalbo@extracobanks.comTanja Puckett tpuckett@extracobanks.comShanne Joseph sjoseph@extracobanks.comKarla Haynes khaynes@extracobanks.comErik Felix efelix@extracobanks.comKeith Bermudez kbermudez@extracobanks.comPhillip Ortiz portiz@extracobanks.comEbonea Reynolds ereynolds@extracobanks.comMayra Knight mknight@extracobanks.comSteven Bourque sbourque@extracobanks.comTiffany Wright twright@extracobanks.com,Extraco - Request for New Users to myCRM
489836,13-01-2025,Configuration,Invalid,CR,CompanyOps,No,28-01-2025,24-01-2025,329 D,Niharika Verma,0,,,,No,No,No,Web,"Not able raise case there is mandatory field Product not able select ,Scope - TeamRole(s) - Engr Solution Delivery",Not able to raise case
489821,13-01-2025,Configuration,Resolved,CR,CompanyOps,No,29-01-2025,02-04-2025,329 D,Anubhav Gupta,6,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Add timesheet objectives
490271,17-01-2025,Configuration,Invalid,CR,CompanyOps,No,19-01-2025,20-01-2025,325 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: Case ID 475240 to be closed ASAP.
490293,17-01-2025,Configuration,Invalid,CR,CompanyOps,No,19-01-2025,20-01-2025,325 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: Case ID 475240 to be closed ASAP.|| REQUEST FOR APPROVAL FOR CHANGES IN PORTAL||
490352,17-01-2025,Configuration,Invalid,CR,CompanyOps,No,19-01-2025,20-01-2025,325 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: Case ID 475240 to be closed ASAP.|| REQUEST FOR APPROVAL FOR CHANGES IN PORTAL||
490353,18-01-2025,Configuration,Invalid,CR,CompanyOps,No,19-01-2025,20-01-2025,324 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Password/Account Expiration Notification
490410,20-01-2025,Configuration,Invalid,Incident,CompanyOps,No,19-01-2025,20-01-2025,322 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Password/Account Expiration Notification
490639,21-01-2025,Configuration,Resolved,CR,CompanyOps,No,29-01-2025,28-01-2025,321 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal. 

EC2925	Zala Urvesh Pareshbhai",User deactivate
494800,03-03-2025,User Creation,Resolved,CR,CompanyOps,No,18-03-2025,21-03-2025,280 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
505158,27-05-2025,Configuration,Invalid,CR,CompanyOps,No,,27-05-2025,195 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : MY portal account activation with password reset
505264,27-05-2025,User Creation,Resolved,CR,CompanyOps,No,06-09-2025,13-06-2025,195 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal user creation for the new joiner - Anurag Surendra Marakwar,Myportal user creation for the new joiner - Anurag Surendra Marakwar
508034,19-06-2025,Configuration,Resolved,CR,CompanyOps,No,,20-06-2025,172 D,Lisha Gupta,12,0.6,1.2,13.8,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: change the role from default to Engr Production Support
490645,22-01-2025,Configuration,Invalid,CR,CompanyOps,No,21-01-2025,22-01-2025,320 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Password/Account Expiration Notification
490687,22-01-2025,User Creation,Resolved,CR,CompanyOps,No,13-02-2025,02-06-2025,320 D,Niharika Verma,8,,,,Yes,Yes,Yes,Web,User Creation,User Creation
490534,21-01-2025,Configuration,Invalid,CR,CompanyOps,No,20-01-2025,21-01-2025,321 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Password/Account Expiration Notification
490195,16-01-2025,Configuration,Resolved,CR,CompanyOps,No,19-01-2025,21-01-2025,326 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,Please deactivate below user id in MY Portal.EC3362 Rishabh Soni",User deactivate
490348,17-01-2025,Configuration,Resolved,CR,CompanyOps,No,29-01-2025,23-01-2025,325 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,Please deactivate below user id in MY Portal.	EC3318	Amit Joshi	EC2453	Shivam Kathel	EC3292	Ketan Surendra Yelnoorkar	EC2618	Yash Khanna",User deactivate
490569,21-01-2025,Configuration,Resolved,CR,CompanyOps,No,29-01-2025,23-01-2025,321 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC2617	Padmanavo Chakraborty",User deactivate
490464,20-01-2025,Configuration,Invalid,CR,RevOps,No,18-02-2025,21-01-2025,322 D,Yajurva Tiwari,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: PO Balance Report Required
490755,22-01-2025,Configuration,Invalid,CR,CompanyOps,No,22-01-2025,23-01-2025,320 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Re: Case ID 475240 to be closed ASAP.|| REQUEST FOR APPROVAL FOR CHANGES IN PORTAL||
499371,04-11-2025,Configuration,Resolved,CR,CompanyOps,No,,14-04-2025,241 D,Niharika Verma,40,2,4,46,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC3407	Vaibhav Chaudhary
EC2394	Anant Kumar
EC3457	Sonali Vishwas Pawar
EC2466	Pradeepkumar Nooli	
EC3294	Sagar Arun Mestri",User deactivate
507350,13-06-2025,Configuration,Resolved,CR,CompanyOps,No,29-06-2025,17-06-2025,178 D,Anubhav Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : my portal contract id not showing in this PO
490840,23-01-2025,Configuration,Resolved,CR,RevOps,No,23-01-2025,30-01-2025,319 D,Yajurva Tiwari,0,,,,Yes,Yes,No,,Email Syndication,Email Syndication : Create Account: Housing Finance Bank
490359,19-01-2025,Configuration,Invalid,CR,,,19-01-2025,20-01-2025,323 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : Password/Account Expiration Notification
490505,20-01-2025,Configuration,Invalid,CR,CompanyOps,No,20-01-2025,21-01-2025,322 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: Auditor user id and password.
490826,23-01-2025,Configuration,Invalid,CR,CompanyOps,No,25-02-2025,02-06-2025,319 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Provide access to my role Consultant
501754,30-04-2025,Configuration,Invalid,CR,CompanyOps,No,30-04-2025,05-01-2025,222 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: US Project IDs not synced in NS
506943,06-11-2025,Configuration,Resolved,CR,CompanyOps,No,,13-06-2025,180 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Gender field issue on my portal
505269,27-05-2025,User Creation,Resolved,CR,CompanyOps,No,14-06-2025,13-06-2025,195 D,Lisha Gupta,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal for new joinee user - Rushikesh Suryakant Kokane,Myportal for new joinee user - Rushikesh Suryakant Kokane
505822,06-02-2025,Configuration,Resolved,CR,CompanyOps,No,29-06-2025,06-11-2025,189 D,Anubhav Gupta,2,0.1,0.2,2.3,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : Re: Collection received in 2 Part.
497135,25-03-2025,Configuration,Resolved,CR,CompanyOps,No,04-11-2025,14-04-2025,258 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"I would like to request access to the ESG role on the portal while retaining my existing SDG role. Please ensure that both roles remain active.

Let me know if any further details are required. Looking forward to your confirmation.",Request to Assign ESG Role While Retaining SDG Role
488517,30-12-2024,User Creation,Resolved,CR,CompanyOps,No,01-08-2025,01-06-2025,343 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
489887,14-01-2025,Configuration,Resolved,CR,CompanyOps,No,30-01-2025,24-01-2025,328 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,Need appropriate roles for changing project details and adding resources for timesheet allocation.,Need appropriate roles for changing project details and adding resources for timesheet allocation.
488518,30-12-2024,User Creation,Resolved,CR,CompanyOps,No,01-07-2025,01-06-2025,343 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
488764,01-02-2025,User Creation,Resolved,CR,CompanyOps,No,01-12-2025,01-07-2025,340 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
501289,28-04-2025,Configuration,Invalid,CR,CompanyOps,No,28-04-2025,29-04-2025,224 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team,

While updating the requirement getting error as 'Allocated time of the project has been consumed'.
Project ID - 13942 
Project Name - BAGIC RFT FY26

Efforts Remaining value on project - 10,000.00 H

Kindly help us to resolve this issue on priority.",Getting error as 'Allocated time of the project has been consumed'
501759,30-04-2025,Configuration,Invalid,CR,RevOps,No,30-04-2025,05-01-2025,222 D,Dheeraj,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: Renewal Milestone Approve
505827,06-02-2025,Configuration,Invalid,CR,CompanyOps,No,29-06-2025,17-06-2025,189 D,Sahil Dodti,0,,,,No,No,No,Web,"When a customer applies the status code to move an item to production, it automatically changes to 'Reopened'.

Please refer Requirement ID : 48856 history tab

project Name  - BAGIC RFT FY26 (Bajaj Allianz General Insurance Company Limited)",Status Code Change Unexpectedly Reverts to 'Reopened'
501762,30-04-2025,Configuration,Resolved,CR,CompanyOps,No,20-05-2025,05-05-2025,222 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : RE: Renewal Milestone Approve
488766,01-02-2025,User Creation,Resolved,CR,CompanyOps,No,01-12-2025,01-07-2025,340 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
501757,30-04-2025,Configuration,Resolved,Incident,CompanyOps,No,05-07-2025,30-05-2025,222 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : RE: US Project IDs not synced in NS
488770,01-02-2025,Configuration,Resolved,Incident,CompanyOps,No,15-01-2025,15-01-2025,340 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"I am not able to fill the current date time sheet, getting attached error.",Not able to fill current date time sheet
506955,06-11-2025,Configuration,Resolved,CR,CompanyOps,No,,06-11-2025,180 D,Lisha Gupta,0,,,,Yes,Yes,Yes,Web,I can't see the demo request object on my role (sales manager) in the portal. Please assist urgently.,No demo request object on my role
489069,01-06-2025,User Creation,Resolved,CR,CompanyOps,No,21-01-2025,13-01-2025,336 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
489071,01-06-2025,User Creation,Resolved,CR,CompanyOps,No,20-01-2025,13-01-2025,336 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
489088,01-06-2025,Configuration,Resolved,CR,RevOps,No,20-01-2025,01-07-2025,336 D,Yajurva Tiwari,0,,,,Yes,Yes,No,Web,"Dear Team,     Please update the layout for below project.Layout :- Engagement/ SDG ProjectsProject Id :-00013151Project Name :- HDFC Service 2024-2025",Update the layout
497441,27-03-2025,User Creation,Resolved,CR,CompanyOps,No,17-04-2025,04-07-2025,256 D,Niharika Verma,32,1.6,3.2,36.8,Yes,Yes,Yes,Web,"Require CRMNext Portal Access for mentioned user for UAT Testing and logging Defects.

Kindly check the mail for user list whose ID needs to get created.",Require CRMNext Portal Access for below user for UAT Testing and logging Defects.
489386,01-08-2025,User Creation,Resolved,CR,CompanyOps,No,21-01-2025,16-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
506103,06-03-2025,Configuration,Invalid,CR,CompanyOps,No,,06-05-2025,188 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: A new Case (ID: 503734) has been logged by Dylan P. Shiffer
489387,01-08-2025,User Creation,Resolved,CR,CompanyOps,No,21-01-2025,16-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
489389,01-08-2025,User Creation,Resolved,CR,CompanyOps,No,22-01-2025,13-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
489390,01-08-2025,User Creation,Resolved,CR,CompanyOps,No,26-01-2025,13-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
489391,01-08-2025,User Creation,Resolved,CR,CompanyOps,No,21-01-2025,13-01-2025,334 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
506112,06-03-2025,Configuration,Invalid,CR,CompanyOps,No,,06-05-2025,188 D,Lisha Gupta,0,,,,No,No,No,Email,Email Syndication,Email Syndication : Re: A new Case (ID: 503734) has been logged by Dylan P. Shiffer
487923,19-12-2024,User Creation,Invalid,CR,CompanyOps,No,26-12-2024,26-12-2024,354 D,Niharika Verma,0,,,,No,No,No,Web,"Hi team,We have received a request for the following Extraco employees to access in the MyCRM Portal (Ignite). Please provide the necessary credentials and enable email-based self-validation. These users will be logging feedback and bugs during the Customer Verification UAT which is undergoing. Please expidite.Keeley Thomas - Kthomas@extracobanks.comTiffany Holley - tholley@extracobanks.comProject:  00116306 (Customer Verification)Account: 00011639 (Extraco Phase 0 and Phase 1 Implementation)",Extraco - Customer Verification Additional Users Need Access to Portal
487999,20-12-2024,Configuration,Resolved,CR,CompanyOps,No,01-01-2025,24-12-2024,353 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,Please deactivate below user id in MY Portal.EC2960	Megha SainiEC2878	Arun Kumar SinghEC3191	Suhaib Khan",User deactivate
488000,20-12-2024,Configuration,Resolved,CR,CompanyOps,No,01-08-2025,01-03-2025,353 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,Please find the attached file and update resource details in MYPortal.Please note:- Attached resource details shared by HR Team",Update resource details in MYPortal.
488337,26-12-2024,Configuration,Invalid,CR,CompanyOps,No,01-09-2025,01-02-2025,347 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team,Tool Box is not reflectingMass Update is disable for  engineer service assurance roleThanks,Rohit",Mass Update and Toolbox issue
488389,26-12-2024,Configuration,Resolved,CR,CompanyOps,No,01-05-2025,01-02-2025,347 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,Please deactivate below user id in MY Portal.EC1515	Karan Pande",User deactivate
488506,30-12-2024,User Creation,Resolved,CR,CompanyOps,No,01-08-2025,01-06-2025,343 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
488507,30-12-2024,User Creation,Resolved,CR,CompanyOps,No,01-08-2025,01-03-2025,343 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
488508,30-12-2024,User Creation,Resolved,CR,CompanyOps,No,01-07-2025,01-03-2025,343 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
486249,12-03-2024,Configuration,Invalid,Incident,CompanyOps,No,12-10-2024,17-12-2024,370 D,Niharika Verma,,,,,No,No,No,Web,"""New"" option not available to create new Work Unit for Consultant Role. The same is applicable for all the consultants in the entire team.",Request has been logged by Ankur Dhara for Configuration
486763,12-09-2024,Configuration,Resolved,CR,RevOps,No,12-10-2024,12-09-2024,364 D,Yajurva Tiwari,,,,,Yes,Yes,No,Web,Test Case 1,Test Case 1
486784,12-09-2024,Configuration,Resolved,CR,CompanyOps,No,01-01-2025,30-12-2024,364 D,Niharika Verma,,,,,Yes,Yes,Yes,Web,"Currently I am working on following CRs(AB0935, AB0829, AB0942) and none of them are coming in list under 'SBI Enhancement' Project; Project ID: 00002167",Some CRs are not coming for Timesheet
487067,12-11-2024,Configuration,Resolved,CR,CompanyOps,No,12-11-2024,12-11-2024,362 D,Niharika Verma,,,,,Yes,Yes,Yes,Web,"Hey Team,Manish Madan has role of TA Manager on my.businessnext.comHe needs access to Travel Desk Layout and MPR Layout. Can you please necessitate this.",Raising a request on behalf of Manish Madan
499563,14-04-2025,User Creation,Resolved,CR,CompanyOps,No,,22-04-2025,238 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
494092,24-02-2025,Configuration,Resolved,CR,RevOps,No,03-02-2025,24-03-2025,287 D,Yajurva Tiwari,1,0.05,0.1,1.15,Yes,Yes,No,,Email Syndication,Email Syndication : Legal Name updated :-MAX LIFE INSURANCE COMPANY LIMITED to AXIS MAX LIFE INSURANCE LIMITED
497490,27-03-2025,Configuration,Invalid,CR,CompanyOps,No,26-03-2025,27-03-2025,256 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: NBO BUSINESSNEXT Upgrade: Milestone Creation
497491,27-03-2025,Configuration,Invalid,Incident,CompanyOps,No,26-03-2025,27-03-2025,256 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: NBO BUSINESSNEXT Upgrade: Milestone Creation
498632,04-07-2025,User Creation,Resolved,CR,CompanyOps,No,,17-04-2025,245 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,User Creation
499278,04-10-2025,User Creation,Resolved,CR,CompanyOps,No,,17-04-2025,242 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,,New user creation - Bradley Miller
497920,04-01-2025,Configuration,Invalid,Incident,CompanyOps,No,04-01-2025,04-02-2025,251 D,Niharika Verma,0,,,,No,No,No,Web,"DMS | While importing cases or uploading attachment against case, getting 'Data has been Tempered' error

Again after trying few minutes, able to attach or import same file.","DMS | While importing cases or uploading attachment against case, getting 'Data has been Tempered' error"
491234,29-01-2025,User Creation,Resolved,CR,CompanyOps,No,20-02-2025,02-06-2025,313 D,Niharika Verma,8,,,,Yes,Yes,Yes,Web,User Creation,User Creation
497493,27-03-2025,Configuration,Invalid,CR,CompanyOps,No,26-03-2025,27-03-2025,256 D,,0,,,,No,No,No,,Email Syndication,Email Syndication : RE: NBO BUSINESSNEXT Upgrade: Milestone Creation
499373,04-11-2025,Configuration,Invalid,Incident,CompanyOps,No,28-04-2025,21-04-2025,241 D,Niharika Verma,0,,,,No,No,No,Web,"NO Data is showing up on cases tab.
Please connect i will showcase the issue.",NO Data is showing up on cases tab.
498765,04-08-2025,Configuration,Resolved,Incident,CompanyOps,No,15-04-2025,04-11-2025,244 D,Anubhav Gupta,0,,,,Yes,Yes,Yes,Email,Email Syndication,Email Syndication : RE: KLI PO NO:- 400040355 for CRM 210 license renewal
496592,20-03-2025,Configuration,Resolved,Incident,CompanyOps,No,,21-03-2025,263 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Reset password for the user

nbo@crmnext.com

Account Name
National Bank of Oman",Reset password for the user
499779,15-04-2025,User Creation,Resolved,CR,CompanyOps,No,,22-04-2025,237 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal user for the new joinee - Pravin Tatkare,Myportal user for the new joinee - Pravin Tatkare
491590,02-03-2025,Configuration,Resolved,CR,CompanyOps,No,19-02-2025,02-04-2025,308 D,Niharika Verma,6,,,,Yes,Yes,Yes,Web,"LoginID: KLI_User1@crmnext.com
Existing Password: Kotak@719",My businessnext Password reset for client login ID
493115,13-02-2025,Configuration,Resolved,CR,CompanyOps,No,27-02-2025,03-10-2025,298 D,Niharika Verma,195,9.75,19.5,224.25,Yes,Yes,Yes,Web,"Hi Team,

Please find the attached file and update resource details in MYPortal.

Please Note : 1.We have created the org unit for employees who are working for SBI (under Jervice Gomes & Rajesh Radhakrishnan’s portfolio). So kindly update the group from DSG to DSG-SBI.
                           2. DSG-SBI  group added on PS",Update resource details in MYPortal.
494167,24-02-2025,Configuration,Resolved,CR,CompanyOps,No,03-11-2025,03-12-2025,287 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Please add project manager role to my ID. mail approval attached from Portfolio owner

I will be leading a team under project ID 11457. Hence need to maintain the module",Provide PM role
487553,17-12-2024,User Creation,Resolved,CR,CompanyOps,No,26-12-2024,19-12-2024,356 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
487554,17-12-2024,User Creation,Resolved,CR,CompanyOps,No,26-12-2024,19-12-2024,356 D,Niharika Verma,,,,,Yes,Yes,Yes,Web,User Creation,User Creation
487558,17-12-2024,User Creation,Resolved,CR,CompanyOps,No,25-12-2024,19-12-2024,356 D,Niharika Verma,,,,,Yes,Yes,Yes,Web,User Creation,User Creation
487565,17-12-2024,User Creation,Resolved,CR,CompanyOps,No,25-12-2024,19-12-2024,356 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
487566,17-12-2024,User Creation,Resolved,CR,CompanyOps,No,24-12-2024,19-12-2024,356 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,User Creation,User Creation
496255,18-03-2025,Configuration,Invalid,CR,CompanyOps,No,18-03-2025,19-03-2025,265 D,Niharika Verma,0,,,,No,No,No,Web,"I have following issue in my timesheet
1.Monday Filled records are shown as empty.
2.In Projects, all sub modules are not visible; so that i cannot fill the timesheet.",Unable to fill timesheet
498113,04-02-2025,Configuration,Invalid,CR,CompanyOps,No,,04-04-2025,250 D,Niharika Verma,0,,,,No,No,No,Email,Email Syndication,Email Syndication : RE: Portal Open issues
504957,23-05-2025,Configuration,Resolved,CR,CompanyOps,No,,27-05-2025,199 D,Lisha Gupta,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"My BusinessNext portal
Password reset request.
Email: rhuey@communitychoicecu.com
Name: Rachel Huey
Customer: CCCU - Community Choice Credit Union
Role: US Customer",Reset the credentials for CCCU user - Rachel Huey
501321,28-04-2025,Configuration,Resolved,CR,CompanyOps,No,,30-04-2025,224 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

EC1494	Aradhya Sagar - aradhya.sagar@businessnext.com
EC2365	Abhishek Oberoi -Abhishek.oberoi@businessnext.com
EC1522	Harendra Singh -harendra.singh@businessnext.com
EC3134	Amit Upreti -Shashwat.Khare@businessnext.com
EC3540	Nilesh Yadav -nilesh.yadav@businessnext.com",User deactivate
491447,31-01-2025,Configuration,Invalid,Incident,CompanyOps,No,02-02-2025,02-03-2025,311 D,Niharika Verma,0,,,,No,No,No,Web,While Uploading Zip file on Specific requirement ID data has been tampered Popup is displayed,Data has been tampered Popup Displayed
498047,04-02-2025,Configuration,Invalid,CR,CompanyOps,No,04-03-2025,04-04-2025,250 D,Niharika Verma,0,,,,No,No,No,Web,"1.	Have any efforts been made on these projects? – No efforts were invested for development under this project
2.	Do we have a client confirmation email confirming their cancellation? – No, this project is not cancelled and still in pipeline",Changing the project status from Work@Risk to pipeline for project id – 10646
498858,04-08-2025,Configuration,Invalid,CR,CompanyOps,No,04-08-2025,04-09-2025,244 D,,0,,,,No,No,No,Web,Email Syndication,Email Syndication : Re: Required access of finance reports on my portal
500984,24-04-2025,Configuration,Invalid,CR,CompanyOps,No,27-04-2025,28-04-2025,228 D,Niharika Verma,0,,,,No,No,No,Web,"Unable to raise requirement against project id - 00014069
HDFC Sales - CRMNEXT Implementation

It gives error 'Allocated time of the project has been consumed""
Kindly check and revert",HDFC Sales - Unable to raise requirement
491423,30-01-2025,Configuration,Invalid,CR,CompanyOps,No,02-02-2025,02-03-2025,312 D,Niharika Verma,0,,,,No,No,No,Web,Facing validation 'Allocated time of the Project has been consumed' on selecting any Project other than Acidaes,Facing validation 'Allocated time of the Project has been consumed' on selecting any Project other than Acidaes
491616,02-03-2025,Configuration,Invalid,CR,CompanyOps,No,02-10-2025,02-11-2025,308 D,Niharika Verma,0,,,,No,No,No,Web,"IDs to be removed : Ritesh.Tambe1@hdfcsec.com ; Mahendra.Sharma@hdfcsec.com; Shekhar.Shukla@hdfcsec.com

Email Subject : HDFC Securities Limited | Case ID - 491585 | In Analysis | Priority - P2",Removal of email Ids from Conditional Alerts
489794,13-01-2025,User Creation,Resolved,CR,CompanyOps,No,30-01-2025,30-01-2025,329 D,Niharika Verma,0,,,,Yes,Yes,Yes,Web,MY BUSINESSNEXT PORTAL CREDENTIALS,MY BUSINESSNEXT PORTAL CREDENTIALS
495264,03-06-2025,User Creation,Resolved,CR,CompanyOps,No,,21-03-2025,277 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal credential request for new joiner - Sushant Patil,Myportal credential request for new joiner - Sushant Patil
494883,03-04-2025,Configuration,Resolved,CR,CompanyOps,No,03-12-2025,03-10-2025,279 D,Niharika Verma,30,1.5,3,34.5,Yes,Yes,Yes,Web,"Hi Team,

Please deactivate below user id in MY Portal.

RT12087	John Michael Mascarenhas
EC3338	Anusha .
EC2137	Ainal Siddiquee
EC3097	Rakhi Talreja
EC3131	Madan",User deactivate
491205,28-01-2025,Configuration,Invalid,Incident,CompanyOps,No,02-12-2025,02-06-2025,314 D,Niharika Verma,0,,,,No,No,No,Web,"Project ID: 00011639
Project Name: Extraco Phase 0 and Phase 1 Implementation

Issue:  Random text after summary and details, when logging a case. Screenshot Attached for reference
Example Case IDs: 483429, 486273, 486582, 487296

User example: kseale@extracobanks.com
Role: US customer",Extraco Banks- Random text after summary and details
499794,15-04-2025,User Creation,Resolved,CR,CompanyOps,No,,22-04-2025,237 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,Myportal user creation for the new joiner - Pranita Sonawane,Myportal user creation for the new joiner - Pranita Sonawane
499349,04-11-2025,Configuration,Resolved,CR,CompanyOps,No,,17-04-2025,241 D,Niharika Verma,6,0.3,0.6,6.9,Yes,Yes,Yes,Web,"Hi Team,

I need project manager access for tracking of my Project on daily basis.
Employee ID: EC2447
Name: Satish Mahendra Ghuse
Email ID: satish.ghuse@businessnext.com","Need Access of ""Project manager"""
491088,28-01-2025,Configuration,Invalid,Incident,CompanyOps,No,17-02-2025,02-12-2025,314 D,Niharika Verma,0,,,,No,No,No,Web,"Hi Team, 

when we are going to resolve the HR Helpdesk cases we are getting error saying ""There is an error in component""

Attaching the screenshot for reference.",Not Able to resolve HR Helpdesk cases
500076,16-04-2025,User Creation,Resolved,CR,CompanyOps,No,,23-04-2025,236 D,Niharika Verma,8,0.4,0.8,9.2,Yes,Yes,Yes,Web,User Creation,User Creation
